,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,feedback,notes
805,12.0,11,50.0,1,3.29,7.0,1.0,3.0,1.0,1.0,1.0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,beach dress,boho,Party Dress,boho dress,printed,Women's Fashion",black,50.0,Livraison standard,3.0,36,50,0.0,CN,wandonqiushuai,28.0,3.46428571428571,79,28
806,15.0,25,1000.0,1,3.3,408.0,129.0,67.0,91.0,41.0,80.0,"Summer,bandage dress,women dresses,Spring,Dress,slim,casual dresses,Women's Fashion,Fashion,springdre,summer dresses,Casual,casual dress,Slimwaist,party,sleeve dress,Necks,Sleeve,Dresses,Waist,Gifts,long sleeve dress,Ladies,women dress,Women",green,49.0,Livraison standard,4.0,25,50,0.0,CN,Colorful Romance,1335.0,3.94906367041199,85,1335
807,3.91,4,1000.0,1,3.73,145.0,64.0,30.0,18.0,14.0,19.0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,50.0,Livraison standard,1.0,48,50,1.0,CN,guangzhouweishiweifushiyouxiangongsi,32168.0,3.88454364585924,83,32168
808,11.0,14,100.0,0,3.16,38.0,11.0,7.0,7.0,3.0,10.0,"Summer,beachlooseshort,elastic waist,Waist,Elastic,mensdrawstringshort,Outdoor,Shorts,casualsummersportsshort,menssolidcolorshort,men's shorts,Casual,menspocketsshort",black,9.0,Livraison standard,3.0,94,50,0.0,CN,roserose,38985.0,4.06422983198666,0,38985
809,11.0,84,100.0,0,3.46,56.0,23.0,9.0,8.0,3.0,13.0,"pleated dress,robefemme,summer dress,V Neckdress,Casual,kleid,maternitydres,Party Dress,prom dress,maxi dress,Robes,Beach,loose dress",orange-red,50.0,Livraison standard,3.0,40,50,1.0,CN,vvfashion2016,90105.0,4.20129848510072,0,90105
810,8.0,30,10000.0,1,4.18,1352.0,777.0,274.0,155.0,55.0,91.0,"Summer,Beach Shorts,Fitness,Slim Fit,Men's Fashion,sportshort,Shorts,Running,bodybuildingshort,shortsformen,Men,sknnyshort,Sport,Beach,tracksuitshort",green,50.0,Livraison standard,2.0,33,50,0.0,CN,William&Jack,25356.0,3.9025477204606402,82,25356
811,8.0,7,10000.0,0,3.82,2520.0,1220.0,433.0,365.0,203.0,299.0,"Summer,Fashion,tunic,Ladies Fashion,asymmetric,Tops,tank top,Women's Fashion,Music,Ladies,Tank,Printed T Shirts,Women",orange,50.0,Livraison standard,3.0,14,50,0.0,CN,WDHDAGE,8821.0,3.87200997619318,82,8821
812,14.0,12,10000.0,1,4.36,2010.0,1271.0,400.0,200.0,69.0,70.0,"Women's Fashion,Summer,Plus Size,long dress,Beach,Dress,slim,boho,beach dress,Party Dress,printed,party,sexy,Ladies,sleeveless,Striped,Fashion,Women",black,50.0,Livraison standard,3.0,38,50,1.0,CN,haohuangsheng,22765.0,4.23817263342851,91,22765
813,7.0,33,50.0,0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,"butterfly,Mini,Vest,Fashion,Tank,Necks,Summer,womemstop,Tops,tank top,Round neck,#top #crop,tankvest,sleeveless,Casual",blue,50.0,Livraison standard,2.0,41,50,1.0,CN,owiner,25222.0,4.00154626913013,85,25222
814,6.0,11,100.0,0,4.0,35.0,21.0,5.0,2.0,2.0,5.0,"Summer,A-line,women dresses,long dress,Dress,summer dress,Round neck,Cotton Dress,Women's Fashion,Women Clothing,Midi Dress,sleeveless,women dress,printed,Women,casual dress",armygreen,50.0,Livraison standard,2.0,25,50,0.0,CN,lianhaiqin,3245.0,3.7741140215716498,80,3245
815,6.0,6,1000.0,0,4.18,352.0,211.0,59.0,40.0,17.0,25.0,"bodycon jumpsuits,Summer,Fashion,Shorts,Spaghetti,Spaghetti Strap,Casual,Women's Fashion,slim,Women,Ladies,sleeveless,Rompers,women Jumpsuit,jumpsuitsampromper,jumpsuit",yellow,5.0,Livraison standard,2.0,37,50,0.0,CN,Yuanda Technology,17738.0,3.93590032698162,83,17738
816,12.0,11,100.0,1,3.0,6.0,2.0,0.0,2.0,0.0,2.0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,pants,women's fashion T-shirt,Womens shorts,Casual,largecottonandlinenwomenstrouser,Medium,Plus Size Fashions,slimpant,Fashion,croppedtrouser",white,10.0,Livraison standard,3.0,25,50,0.0,CN,linpingstore,366.0,3.97540983606557,84,366
818,3.88,4,100.0,0,3.47,34.0,14.0,5.0,6.0,1.0,8.0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace",red,1.0,Livraison standard,1.0,38,50,0.0,CN,zuilangmanDS,5654.0,3.9587902370003505,84,5654
819,8.0,7,20000.0,0,3.96,3761.0,1958.0,675.0,518.0,242.0,368.0,"Summer,Fashion,ruffle,Plus Size Fashions,Dress,Tops,casual dresses,tank top,beach dress,Plus Size,V-neck,pocketdres,Sexy Dress,summer dresses,Beach,Casual,Cotton,tunic,Ladies Fashion,Tank,button,T Shirts,Sleeveless dress,Ladies,party,sexy,Women,Women's Fashion,loose dress,sleeveless",navyblue,50.0,Livraison standard,2.0,20,50,0.0,CN,exingstore11,12476.0,3.9987976915678103,0,12476
820,12.0,48,1000.0,1,3.98,131.0,64.0,29.0,21.0,6.0,11.0,"Mini,Plus Size,Dress,V Neckdress,Mini dress,Women's Fashion,Fashion,printed,punk style,tankdre,tunic,Casual,Women Fashion,casual dress,printeddre,Tank,Necks,skull,skullprinted,punk,Cotton Dress,Tunic dress,sleeveless,Women,loose dress",winered,50.0,Livraison standard,3.0,43,50,0.0,CN,Cenic Beauty,42919.0,4.10596705421841,87,42919
821,5.65,33,1000.0,0,3.39,192.0,67.0,34.0,34.0,20.0,37.0,"tank top women,Vest,Fashion,women crop top,Halter,Fitness,sporttshirt,slim,Cross,yoga top,Women's Fashion,sleeveless tops,crochet,sexy,Sport,sexy tank top,Necks,Yoga,summer tank top,Tops,Slim Fit,fitnessvest,Casual,women halter tops,strappy,solid color",armygreen,50.0,Livraison standard,2.0,41,50,1.0,CN,kuailem,37956.0,4.03037727895458,0,37956
822,11.0,11,1000.0,0,4.46,217.0,147.0,40.0,18.0,6.0,6.0,"Summer,Plus Size,chiffon,Slim Fit,Tops,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Tank,slim,Casual,low cut top,Women,Floral print,summer shirt,Chiffon Shirt,slim fit shirt,ruffledtop,sleeveless,tops for women",rosered,50.0,Livraison standard,3.0,41,50,0.0,CN,Flirey co.ltd.,9002.0,4.01466340813153,85,9002
823,12.0,11,1000.0,0,3.82,428.0,189.0,101.0,59.0,30.0,49.0,"Mini,Strapless Dress,Fashion,Tank,Spaghetti,Summer,Beach,Tops,Spaghetti Strap,beach dress,tank top,bodycon,Women's Fashion,Sleeveless dress,backless,Dress,sleeveless,Mini dress,slim,Casual,Women",red,50.0,Livraison standard,3.0,41,50,1.0,CN,Oneshopp,18831.0,3.97886463809676,0,18831
824,5.74,5,10000.0,1,3.61,2366.0,981.0,434.0,368.0,220.0,363.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,black dress,Beach,Casual,Women",white,1.0,Livraison standard,1.0,50,50,1.0,CN,redisland,59903.0,4.15366509189857,88,59903
825,9.0,8,100.0,1,4.13,23.0,13.0,4.0,4.0,0.0,2.0,"heightenedshoe,wedge,Sandals,casual shoes,High Heel,Slippers,Women's Fashion,Fashion,Summer,Wedge Sandals",black,3.0,Livraison standard,3.0,47,50,0.0,CN,Rmslkfgylove,3769.0,4.23985141947466,0,3769
826,8.0,58,5000.0,0,3.45,920.0,288.0,207.0,190.0,99.0,136.0,"bohemia,Summer,Fashion,bikini set,bathing suit,Beach,Swimwear,Swimsuit,padded,boho,Bikini,bohemian,Women,Push up bikini,Women's Fashion,Bras,Swimming",green,5.0,Livraison standard,3.0,43,50,0.0,CN,htaassw,4632.0,4.19278929188256,89,4632
827,8.0,17,1000.0,1,3.39,219.0,86.0,33.0,30.0,20.0,50.0,"Mini,womens dresses,Summer,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,1.0,Livraison standard,2.0,41,50,0.0,CN,OOWW FASHION,73271.0,3.95444309481241,85,73271
828,5.79,5,5000.0,0,3.78,1022.0,470.0,194.0,155.0,74.0,129.0,"Summer,camisole,chiffon,Dress,slim,beach dress,Ladies,Women's Fashion,backless,printed,Floral,Robes,Beach,Casual,Women",white,6.0,Livraison standard,2.0,47,50,0.0,CN,gaowenxiao,3566.0,3.73247335950645,78,3566
829,8.0,16,10000.0,0,3.27,1167.0,412.0,187.0,166.0,113.0,289.0,"Summer,Plus Size,Elastic,Lace,Casual pants,summer shorts,Short pants,women shorts,Shorts,Beach Shorts Women,Beach Shorts,loosepant,Panties,high waisted shorts,Lace Up,Women's Fashion,Casual,Women",white,12.0,Livraison standard,2.0,18,50,0.0,CN,LISTONE,9177.0,3.8740329083578504,82,9177
830,2.79,13,100.0,1,4.0,2.0,1.0,0.0,1.0,0.0,0.0,"Mini,Plus Size,Floral print,Summer,Dress,slim,Mini dress,Floral,Women's Fashion,Fashion,party,Sexy Dress,Print,sleeveless,sexy,Spaghetti,Casual",grey,35.0,Livraison standard,1.0,48,50,0.0,CN,Beauty Designer,1309.0,4.24522536287242,91,1309
831,9.0,84,100.0,1,3.73,82.0,32.0,16.0,22.0,4.0,8.0,"Summer,Plus Size,vest dress,Lace,asymmetricalhem,Bandage Dresses,Pleated,summer dress,beach dress,Cross,Casual,Cotton Dress,slingdre,Sleeveless dress,Fashion,Dress,Cotton,Women's Fashion,loose dress,casual dress",pink,15.0,Livraison standard,3.0,43,50,0.0,CN,resonal,35679.0,3.9097788615151803,0,35679
832,13.0,15,100.0,0,3.49,55.0,21.0,11.0,6.0,8.0,9.0,"bohemia,sleeveless,Shorts,Rose,long dress,Vintage,Dress,boho,Women's Fashion,Fashion,printed,maxi dress,jumpsuit,women dress,Women,Beach,Vintage dress",green,2.0,Livraison standard,3.0,33,50,1.0,CN,huanjun411,3276.0,4.42857142857143,93,3276
833,8.0,7,20000.0,0,3.68,2015.0,911.0,340.0,279.0,169.0,316.0,"Summer,Plus Size,Tank,camisole,Pure Color,Loose,tank top,Tops,Women's Fashion,Fashion,sleeveless,Women,Lace,Casual,Women Fashion,Shirt",orange,50.0,Livraison standard,3.0,24,50,0.0,CN,hzruanyf,3771.0,3.88146380270485,81,3771
834,5.65,7,1000.0,0,4.24,319.0,183.0,69.0,37.0,19.0,11.0,"cottonshortsleeve,printedtop,Vest,Fashion,Shirt,Summer,summer dress,short sleeves,printedwomensdre,Cats,Casual,Women's Fashion,Plus Size,casual wear,printed,patternedtop,casualsolidcolor,T Shirts,Cotton",navyblue,12.0,Livraison standard,2.0,40,50,0.0,CN,wushein,7627.0,4.0477251868362405,86,7627
835,4.86,5,1000.0,1,3.79,200.0,95.0,35.0,28.0,16.0,26.0,"Summer,printeddres,Halter,Dress,Floral dress,beach dress,Party Dress,V-neck,sleeveless,Floral,maxi dress,Casual,casual dress,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Clothes,Fashion,printed",white,1.0,Livraison standard,1.0,20,50,0.0,CN,hcczhiqiang,2707.0,4.1891392685629905,90,2707
836,6.0,8,1000.0,1,3.82,523.0,232.0,114.0,72.0,59.0,46.0,"Summer,Plus Size,cute,summer t-shirts,short sleeves,cottontop,Women's Fashion,Funny T Shirt,Casual T-Shirt,Casual,Cotton,Funny,Penguin,Shorts,Sleeve,graphic tee,Tops,T Shirts,Womens T Shirts,print t-shirt,Print,Women,Fashion",green,4.0,Livraison standard,2.0,54,50,1.0,US,shopmeleeinc,3218.0,4.1706028589185795,88,3218
837,6.0,9,1000.0,0,4.01,471.0,252.0,85.0,62.0,31.0,41.0,"blouse,Summer,off shoulder top,Plus Size,Shirt,loose top,lace top,Tops,Collar,Women's Fashion,Fashion,Lace,Casual,Women",black,50.0,Livraison standard,2.0,35,50,0.0,CN,WX Shop,2505.0,4.092215568862279,88,2505
838,8.0,9,1000.0,0,4.22,621.0,373.0,117.0,66.0,27.0,38.0,"Summer,Shorts,Fashion,Beach,Dress,Jumpsuits & Rompers,Bow,beach dress,plaid,suspended,loosejumpsuit,Women's Fashion,Clothing,jumpsuit,women Jumpsuit,Rompers,Women Clothing",red,50.0,Livraison standard,2.0,39,50,0.0,CN,WPZ SHOP,14974.0,4.19280085481501,0,14974
839,11.0,50,5000.0,0,3.45,869.0,305.0,164.0,155.0,107.0,138.0,"Summer,Plus Size,Lace,pants,Short pants,summer shorts,yogashort,women fashion shorts,women shorts,Fashion,Lace Up,Sport,trousers,Casual,looseshort,Women,Shorts,Yoga,Waist,casualshortpant,sexyshort,Women's Fashion,high waist,solid color",Black,50.0,Livraison standard,2.0,43,50,0.0,CN,snowgirl,36361.0,3.9675201452105298,84,36361
840,9.0,17,10000.0,0,3.93,2253.0,1044.0,526.0,348.0,146.0,189.0,"Summer,Bathing,Fashion,summerbikiniset,women swimsuit,Swimwear,beach wear,padded,Bikini,Swimming,sexy,Swimsuit,Women's Fashion,Women",green,23.0,Livraison standard,3.0,59,50,0.0,CN,qtcjcc03,16091.0,4.34323534895283,93,16091
841,8.0,84,1000.0,0,3.74,536.0,231.0,104.0,92.0,46.0,63.0,"Deep V-Neck,party,Women Rompers,Shorts,Necks,backlessromper,clubwear,Women's Fashion,Sleeveless dress,Sexy Dress,Women's Jumpsuits,women dress,Women,playsuit,trousers,jumpsuit",,50.0,Livraison standard,3.0,63,50,0.0,CN,886806Blw,30225.0,4.26789081885856,91,30225
842,12.0,11,20000.0,1,3.8,2066.0,932.0,422.0,317.0,151.0,244.0,"Summer,Shorts,Sleeve,pants,Spring,Loose,short sleeves,Long pants,Fashion,off shoulder,black,Causal,Women Fashion,jumpsuit",black,25.0,Livraison standard,3.0,49,50,1.0,CN,Smart Home International Co.Ltd,55670.0,4.12148374348841,88,55670
843,14.0,37,1000.0,0,3.85,422.0,189.0,102.0,55.0,31.0,45.0,"bathing suit,Fashion,Summer,sexy bikini,beach wear,high waist,women swimwear,high waist bikini,Summer Fashion,sexy,Swimsuit,Women,Waist,women swimsuit,Beach,Swimwear,Two piece set,Bikini,backless,Suits,Women's Fashion,Swimming",orange,50.0,Livraison standard,4.0,41,50,1.0,CN,leiston,139223.0,3.9335813766403502,84,139223
844,8.0,7,100.0,0,4.07,14.0,9.0,0.0,3.0,1.0,1.0,"cute,momshirt,Shirt,Sleeve,pregnant,Summer,Print,maternityshirt,Maternity,Cartoons,seenyousoon,Funny,short sleeves,Fashion,pregnantshirt,Shorts,Baby,pregnancyshirt,Casual,T Shirts",black,1.0,Livraison standard,3.0,33,50,0.0,CN,taizi,360.0,4.23055555555556,89,360
845,8.0,7,1000.0,0,3.09,337.0,101.0,46.0,61.0,40.0,89.0,"Summer,Fashion,halter dress,Halter,Dresses,Dress,Spaghetti Strap,Women's Fashion,Floral dress,Floral,Elegant,beach dress,Plus Size,dressesforwomen,Elegant Dress,V-neck,maxi dress,printed,sleeveless,Women",yellow,50.0,Livraison standard,3.0,37,50,0.0,CN,HuanShiCiTrade,2076.0,4.09730250481696,88,2076
846,8.0,26,100.0,0,5.0,13.0,13.0,0.0,0.0,0.0,0.0,"Summer,Flowers,Necks,printed,Pocket,fashion dress,Dress,beach dress,Round neck,women dress,Women's Fashion,Stripes,Vintage,bohemian dress,sexy,Beach,Women",yellow,50.0,Livraison standard,2.0,33,50,0.0,CN,LI SHANSHAN78WGV,138.0,3.65942028985507,73,138
847,7.0,6,5000.0,0,3.44,921.0,350.0,149.0,152.0,92.0,178.0,"bigswing,Summer,Plus Size,Necks,splicedre,long dress,Dress,Loose,Round neck,lattice,Women's Fashion,off shoulder,printed,sleeveless,Beach,Casual,Women",red,5.0,Livraison standard,2.0,47,50,0.0,CN,gaowenxiao,3566.0,3.73247335950645,0,3566
848,7.0,26,5000.0,0,3.59,677.0,288.0,101.0,119.0,62.0,107.0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,Casual,Women's Fashion,Shorts,button,Tops & T-Shirts,Fashion,summer tops,Women",red,50.0,Livraison standard,2.0,33,50,1.0,CN,Luowei clothe,5534.0,3.9998192988796495,0,5534
849,16.0,111,1000.0,1,4.05,580.0,321.0,109.0,68.0,23.0,59.0,"Summer,Loose,Floral print,Halter,halterneck,Print,Cross,Floral,Women's Jumpsuits,Women's Fashion,Women,Summer Fashion,sleeveless,sexy jumpsuit,Wool,women Jumpsuit,jumpsuitsampromper,Women Fashion,jumpsuit",beige,50.0,Livraison standard,4.0,44,50,0.0,CN,jayne208,20387.0,4.19345661450925,88,20387
850,11.0,24,1000.0,0,3.78,463.0,216.0,81.0,69.0,41.0,56.0,"Beach Shorts,shorts feminino,Waist,pants,Short pants,Slim Fit,summer shorts,women shorts,high waist,Women's Fashion,Shorts,high waisted shorts,shortsforwomen,Casual,Women",yellow,50.0,Livraison standard,2.0,41,50,0.0,CN,First Crush,50864.0,4.07964375589808,87,50864
851,9.0,65,1000.0,0,4.09,520.0,281.0,113.0,56.0,30.0,40.0,"Summer,Bat,Fashion,Tops & Blouses,Shirt,Sleeve,Wings,tee shirt women,Tops,Women's Fashion,Shorts,T Shirts,Plus Size,european,Women,Casual,Necks",black,13.0,Livraison standard,3.0,94,50,0.0,CN,roserose,38985.0,4.06422983198666,86,38985
852,5.0,28,5000.0,1,3.29,1530.0,517.0,255.0,256.0,153.0,349.0,"Fashion,long dress,Dress,summer dress,beach dress,boho,Women's Fashion,Party Dress,boho dress,printed,wavepointdres,slitdres,Beach,Bodycon Dress",blue,1.0,Livraison standard,2.0,26,50,0.0,CN,sell best quality goods,4435.0,3.6960541149943595,0,4435
853,16.0,14,1000.0,1,4.52,552.0,394.0,97.0,33.0,9.0,19.0,"Summer,summerbeach,handwoven,beachbag,wovenbag,Bali,purses,bamboobag,Handmade,Women's Fashion,Bags,Crossbody Bag,ladiesmessengerbag,Beach,Women",,50.0,Livraison Express,6.0,43,50,0.0,CN,fengzhiqiang,6033.0,4.25443394662689,90,6033
854,7.0,6,1000.0,1,4.23,207.0,121.0,43.0,24.0,8.0,11.0,"women bags,beachbag,strawbag,pursesampwallet,Shoulder Bags,Handmade,fashion bag,minibag,Bags,Crossbody Bag,Summer,Handbags,Women's Fashion,Beach,woven,Women",green,50.0,Livraison standard,2.0,36,50,1.0,CN,bagbagbagshop,4425.0,4.33242937853107,93,4425
855,9.0,50,5000.0,0,3.6,985.0,388.0,198.0,168.0,77.0,154.0,"elastic waist,Lace,Elastic,pants,casualshort,Short pants,summer shorts,Women's Fashion,women shorts,women fashion shorts,High Waist Pants,Shorts,Lace Up,solid color,sexy,Beach,Waist",black,50.0,Livraison standard,3.0,43,50,0.0,CN,sangery,7889.0,3.9950564076562296,0,7889
856,1.76,2,100.0,0,4.63,35.0,27.0,5.0,2.0,0.0,1.0,"hair,Baby Girl,Fashion,Elastic,Summer,Fashion Accessories,Vintage,Accessories,girlsupplie,hairrope,Rope,bowknot,Cloth,scarf,Head Bands,Women's Fashion,Hair Accessories,Bow,Women",white,2.0,Livraison standard,1.0,45,9,0.0,CN,wenjd_415,10622.0,4.4559405008473,96,10622
857,5.0,6,5000.0,0,4.07,824.0,441.0,165.0,112.0,43.0,63.0,"Fashion,Shirt,Corset,pants,Tops,Women's Fashion,homeampliving,boho,lace lingerie,Sleepwear,Casual,Bras,Women",gray,50.0,Livraison standard,1.0,41,50,0.0,CN,Beauty Look,32778.0,4.04835560436878,86,32778
858,8.0,7,1000.0,0,4.23,650.0,373.0,141.0,76.0,34.0,26.0,"Summer,Shorts,Shirt,Sleeve,pineappleshirtwomen,pineappleflowerpattern,Tops,summer t-shirts,short sleeves,Round neck,topsforwoman,Women's Fashion,Fashion,teesamptshirt,graphic tees women,Casual,T Shirts,Necks",black,50.0,Livraison standard,3.0,43,50,0.0,CN,lihui258,28101.0,4.1148001850468,87,28101
859,4.69,4,5000.0,1,3.95,574.0,274.0,136.0,77.0,38.0,49.0,"Summer,Plus Size,Necks,Dress,Polkas,Round neck,Women's Fashion,Fashion,polka dot,Sleeveless dress,Ladies,sleeveless,printed,Casual,Women",green,3.0,Livraison standard,1.0,49,50,0.0,CN,Smart Home International Co.Ltd,55670.0,4.12148374348841,0,55670
860,8.0,18,1000.0,1,4.15,158.0,88.0,34.0,18.0,7.0,11.0,"Summer,Shorts,Cotton,Cotton T Shirt,summerfashiontshirt,Tops,street style,short sleeves,T Shirts,Fashion,women t shirt,featherprint,Sleeve,Print,feather,o-neck,Women's Fashion,Casual,Women Fashion,Women",green,50.0,Livraison standard,2.0,43,50,0.0,CN,Liifashion,42514.0,3.7408853554123302,78,42514
861,6.0,6,100.0,0,3.47,19.0,6.0,5.0,4.0,0.0,4.0,"suspenders,Summer,Plus Size,Floral print,Sexy Dress,Mini,Dress,slim,Mini dress,Floral,Women's Fashion,Fashion,sexy,Print,sleeveless,Casual",grey,10.0,Livraison standard,2.0,45,50,0.0,CN,Sangboo Store,10600.0,3.8675471698113197,82,10600
862,6.0,33,10.0,0,2.33,3.0,1.0,0.0,0.0,0.0,2.0,"butterfly,Mini,Vest,Fashion,Tank,Necks,Summer,womemstop,Tops,tank top,Round neck,#top #crop,tankvest,sleeveless,Casual",blue,50.0,Livraison standard,2.0,41,50,0.0,CN,shenzhenfuzhuangmaoyiyouxiangongsidianpu,32394.0,3.9246774093968,84,32394
863,6.0,10,1000.0,0,3.0,87.0,22.0,10.0,23.0,10.0,22.0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women",yellow,3.0,Livraison standard,2.0,20,50,1.0,CN,songliling,232.0,3.67672413793103,77,232
864,4.65,4,50.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Women Vest,Plus Size,Tops & Blouses,tunic top,tanktopcroptop,Summer,backless top,sleevelessblouse,Tops,ruffletanktop,Women's Fashion,tshirtcasualtop,tank top,teevest,sexy,Ladies,Tank,Fashion,Casual,sleeveless,Women",lightpink,9.0,Livraison standard,1.0,36,50,1.0,CN,yqlili666,268.0,3.89179104477612,81,268
865,2.67,67,10.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"butterfly,Summer,Outdoor,isolation,Masks,Sport,Women's Fashion,Fashion,Health,Face Mask,Print,Women,Cotton,Casual,cottonmask",purple,5.0,Livraison standard,1.0,27,50,1.0,CN,hehaiyan,13.0,3.69230769230769,85,13
866,11.0,10,100.0,1,3.5,10.0,4.0,2.0,0.0,3.0,1.0,"bigswing,Summer,Necks,long dress,Dress,Maxi Dresses,Round neck,Women's Fashion,printed,long dresses,sleeveless,Holiday,Beach,Casual,Women",red,49.0,Livraison standard,3.0,30,50,0.0,CN,shiyipanpan,12919.0,4.0244600975307705,86,12919
867,5.0,26,100.0,1,4.0,4.0,3.0,0.0,0.0,0.0,1.0,"Summer,Shorts,Yoga,Lace,pants,Athletics,Fitness,Short pants,camouflage,Women's Fashion,Fashion,Panties,t,Print,Sport,Women",pink,50.0,Spedizione standard,2.0,41,50,0.0,CN,supardaily,19867.0,4.15754769215282,0,19867
868,11.0,11,1000.0,1,4.22,223.0,136.0,43.0,20.0,6.0,18.0,"Summer,Plus Size,letter print,asymmetric,Dress,boho,Casual,Women's Fashion,Sleeveless dress,boho dress,sleeveless,maxi dress,Fashion,loose dress,casual dress",purple,5.0,Livraison standard,3.0,35,50,1.0,CN,bumanke003,667.0,3.76611694152924,79,667
869,7.0,11,20000.0,0,3.98,6510.0,3140.0,1357.0,1154.0,445.0,414.0,"Set,Round Collar,Tops,Women's Fashion,Shorts,Suits,sleeveless,sexy,Sport,Fashion,Collar,Women",grey,5.0,Livraison standard,2.0,41,50,0.0,CN,Shelan,43742.0,4.06396598235106,86,43742
870,12.0,11,1000.0,0,3.61,171.0,73.0,30.0,26.0,13.0,29.0,"butterflyprint,butterfly,Plus Size,Summer,fashion dress,Dress,Mini dress,Mini,Women's Fashion,Fashion,Summer Fashion,knee,Casual,Women Fashion,casual dress,Shorts,button,summer dress,Women,Print,sleeveless,Above Knee dresses,loose dress",white,7.0,Livraison standard,3.0,54,50,1.0,CN,yuanhuaxiaodaian,4811.0,4.19455414674704,88,4811
871,1.72,26,1000.0,1,4.33,18.0,10.0,5.0,2.0,1.0,0.0,"Tops & Tees,Plus Size,Tank,Shirt,Summer,Tops,summer t-shirts,tank top,Women's Fashion,Fashion,printed,whiskeytshirt,sleeveless,o-neck,Casual,Women Fashion,Cotton",yellow,9.0,Livraison standard,1.0,43,50,1.0,CN,LLpp,1373.0,4.00728332119447,85,1373
872,1.72,2,100.0,0,4.23,13.0,7.0,4.0,0.0,2.0,0.0,"blouse,Summer,Plus Size,Fashion,Sleeve,Shirt,Tops,short sleeves,V-neck,loosetee,T Shirts,Shorts,Women's Fashion,Casual,Women",fluorescentgreen,3.0,Livraison standard,1.0,55,50,0.0,CN,Zhihua Fashion,1250.0,4.0032,0,1250
873,8.0,47,10000.0,1,4.21,1631.0,945.0,333.0,201.0,62.0,90.0,"Women Pants,Summer,trousers,Waist,Elastic,pants,Spring,High Waist Pants,Long pants,Women's Fashion,drawstring,loosepant,elastic waist,middlewaist,Wool,Casual,Women",gray,6.0,Livraison standard,3.0,38,50,0.0,CN,The Small's store,1659.0,4.32188065099458,93,1659
874,5.8,9,1000.0,1,3.83,52.0,25.0,7.0,11.0,4.0,5.0,"Summer,Plus Size,Shirt,2pieceset,short sleeves,Outfits,Women's Fashion,twopieceoutfit,off shoulder,printed,Tie Dye,Dyes,sexy,shortsforwomen,Fashion,Women Fashion,Women",rosered,4.0,Livraison standard,2.0,43,50,0.0,CN,Yellow store,28295.0,3.8099664251634597,80,28295
875,7.0,6,50000.0,0,4.12,9207.0,5077.0,1860.0,1185.0,467.0,618.0,"Deep V-Neck,Vest,Plus Size,Halter,Summer,topsamptshirt,tank top,Ladies,T Shirts,Fashion,casual shirt,sexy,blouse,Tank,Casual,Women,halter top,Cotton,Loose tank tops,Cotton Shirt,Shirt,Tops,Women's Fashion,V-neck,sleeveless,women top,Ladies Fashion,button,sleeveless tops",black,6.0,Livraison standard,2.0,18,50,1.0,CN,yangaiqun,15538.0,4.156197708842839,89,15538
876,3.66,26,100.0,1,3.2,10.0,4.0,2.0,0.0,0.0,4.0,"Summer,Toy,Gifts,bubbleball,Balloon,Children,balloonsbirthday,water,Outdoor,magicbubble,balloonsforparty,Fun,party,gaes,magicbubbleball,bubble,Inflatable,kids",green,50.0,Livraison standard,1.0,140,50,0.0,CN,Zhenxuan,269.0,3.33828996282528,0,269
877,3.83,4,5000.0,1,3.76,337.0,163.0,48.0,54.0,27.0,45.0,"capripant,Leggings,Beach Shorts,capri leggings,pants,Simple,yoga pants,women swimwear,Women's Fashion,Plus Size,womenswimbottom,Women,Swimming",black,50.0,Livraison standard,1.0,42,50,0.0,CN,Dazzling_store,99283.0,4.28559773576544,91,99283
